muhatap_kodu,odeme_bicimi,vadesi_gecmis,ort_tahsilat_gun
M7700403,BELIRTILMEMIS,0.0,0.0
M5200106,Kredi Kartı,0.0,0.0
M0100162,Havale,0.0,60.5
M0100162,Çek,0.0,41.0
M4136999,Kredi Kartı,0.0,0.0
M4137034,Kredi Kartı,0.0,0.0
M3405026,Kredi Kartı,0.0,0.0
M1100116,Kredi Kartı,0.0,0.0
M1100116,Çek,0.0,-42.0
M1100116,BELIRTILMEMIS,0.0,88.0
M1100124,Kredi Kartı,0.0,0.0
M3404100,Havale,0.0,0.0
M3500370,Kredi Kartı,0.0,0.0
M0600803,BELIRTILMEMIS,0.0,10.0
M0600816,BELIRTILMEMIS,0.0,0.0
M0601231,Peşin,0.0,0.0
M1600626,Kredi Kartı,0.0,0.0
M3500298,Peşin,0.0,0.0
M3500298,BELIRTILMEMIS,0.0,0.0
M3500298,Kredi Kartı,0.0,0.0
M2100064,Kredi Kartı,0.0,0.0
M0601056,Kredi Kartı,0.0,0.0
M2300053,Havale,0.0,63.0
M2300053,BELIRTILMEMIS,0.0,30.0
M3404140,Kredi Kartı,0.0,0.0
MDG00065,Kredi Kartı,0.0,0.0
M3405149,BELIRTILMEMIS,0.0,4.0
M3403328,Kredi Kartı,0.0,0.0
M1600481,Kredi Kartı,0.0,-1.0
M6100120,BELIRTILMEMIS,0.0,0.0
M0300044,Çek,0.0,54.6
M5800003,BELIRTILMEMIS,0.0,0.0
M0600748,Havale,0.0,56.67
M0900028,Çek,0.0,7.0
M2000040,BELIRTILMEMIS,0.0,16.0
M3100080,Havale,0.0,93.0
M3402947,Havale,0.0,65.0
M3402947,BELIRTILMEMIS,0.0,29.75
M3403288,Havale,0.0,0.0
M3403288,Kredi Kartı,0.0,0.0
M3403291,BELIRTILMEMIS,0.0,0.0
M3403303,Kredi Kartı,0.0,-1.0
M3403303,Havale,0.0,0.0
M3403359,BELIRTILMEMIS,0.0,27.43
M1600498,BELIRTILMEMIS,0.0,17.5
M1600498,Çek,0.0,2.84
M1600498,Kredi Kartı,0.0,0.0
M0600621,BELIRTILMEMIS,0.0,0.0
M0600621,Senet,0.0,0.0
M1400202,Çek,0.0,0.0
M1400202,Kredi Kartı,0.0,108.0
M0600568,BELIRTILMEMIS,0.0,37.0
M0600568,Kredi Kartı,0.0,20.14
M0600568,Havale,0.0,8.86
M2700052,BELIRTILMEMIS,0.0,59.38
M2700052,Havale,0.0,47.75
M3402953,Havale,0.0,41.5
M3402953,BELIRTILMEMIS,0.0,22.83
M3402953,Peşin,0.0,7.0
M3402919,Peşin,0.0,0.0
M3402919,BELIRTILMEMIS,0.0,0.0
M3402898,Havale,0.0,72.0
M3500270,BELIRTILMEMIS,0.0,66.62
M3500270,Çek,0.0,80.0
M3500270,Havale,0.0,67.97
M3500270,Kredi Kartı,0.0,35.5
M3403031,BELIRTILMEMIS,0.0,0.5
M3403031,Kredi Kartı,0.0,0.0
M3403562,Çek,0.0,22.58
M3403562,Havale,0.0,6.25
M3403562,BELIRTILMEMIS,0.0,19.0
M0600646,BELIRTILMEMIS,0.0,0.0
M0600646,Havale,0.0,0.0
M0600646,Kredi Kartı,0.0,0.0
M3401868,BELIRTILMEMIS,0.0,0.0
M4102414,Kredi Kartı,0.0,0.0
M1600258,BELIRTILMEMIS,0.0,-32.0
M1600258,Havale,0.0,0.0
M3404555,Havale,0.0,53.0
M0601587,Çek,0.0,48.0
EM000209,Havale,0.0,0.0
M2000119,Havale,0.0,0.0
M0601632,Havale,0.0,0.0
M2500080,Havale,0.0,0.0
MDG00022,BELIRTILMEMIS,0.0,-1.0
M1000207,Havale,0.0,0.0
M3405195,Havale,0.0,0.0
M2700125,Havale,0.0,0.0
M3300205,Havale,0.0,0.0
M3404866,Havale,0.0,0.0
M3100171,Kredi Kartı,0.0,10.0
M3500395,Çek,0.0,37.0
M0601470,Kredi Kartı,0.0,0.0
M0601466,Kredi Kartı,0.0,0.0
M1100138,Havale,0.0,99.5
M3403843,Havale,0.0,80.18
M3403859,Peşin,0.0,19.0
M3403859,Havale,0.0,23.7
M4500085,Çek,0.0,72.5
M4500085,Havale,0.0,38.5
M6700187,Kredi Kartı,0.0,41.5
M6700187,Çek,0.0,66.0
M4200105,Havale,0.0,-7.25
M0700286,Kredi Kartı,0.0,0.0
M1600545,Kredi Kartı,0.0,0.0
M1600545,Havale,0.0,17.2
M4200280,Kredi Kartı,0.0,0.0
M8100387,Havale,0.0,69.0
M6400049,Havale,0.0,0.0
M1400370,Havale,0.0,0.0
M5800052,Havale,0.0,101.33
M5800052,Çek,0.0,0.0
M1600617,Çek,0.0,45.25
M1600617,Havale,0.0,77.5
M0900035,Kredi Kartı,0.0,0.0
M5800077,Havale,0.0,0.0
M0601702,Havale,0.0,0.0
M3800166,Havale,0.0,0.0
M5900235,Havale,0.0,0.0
M3405329,Havale,0.0,0.0
M4139770,Havale,0.0,0.0
M0601598,Kredi Kartı,0.0,0.0
M4140213,Kredi Kartı,0.0,0.0
M1400365,Havale,0.0,0.0
M7800122,Havale,0.0,8.0
M2000118,Çek,0.0,18.5
M1600761,Kredi Kartı,0.0,25.25
M1600761,Havale,0.0,0.0
M2600180,Havale,0.0,0.0
M4140412,BELIRTILMEMIS,0.0,0.0
M0700287,Havale,0.0,0.0
EM000494,Havale,0.0,0.0
M0600890,Havale,0.0,0.0
M2000124,Kredi Kartı,0.0,0.0
M4140242,BELIRTILMEMIS,0.0,0.0
M4140242,Kredi Kartı,0.0,-3.0
M2200072,Kredi Kartı,0.0,4.44
M1601079,Havale,0.0,0.0
M1601069,Havale,0.0,0.0
M0100218,Havale,0.0,0.0
M3405473,Kredi Kartı,0.0,0.0
M4700064,Kredi Kartı,0.0,0.0
M4140904,Kredi Kartı,0.0,0.0
M7700503,Kredi Kartı,0.0,0.0
M0601325,Havale,0.0,0.0
M0601325,Kredi Kartı,0.0,0.0
M4600072,Havale,0.0,3.0
M4141095,Kredi Kartı,0.0,0.0
M3405326,Havale,0.0,109.0
M4141183,Kredi Kartı,0.0,0.0
M4141250,Kredi Kartı,0.0,0.0
M5401513,Havale,0.0,0.0
M3405458,Havale,0.0,0.0
M0700291,Havale,0.0,0.0
EM000463,Havale,0.0,0.0
M3404514,Havale,0.0,21.67
M3500457,Çek,0.0,27.33
M3900058,Havale,0.0,0.5
M1000221,BELIRTILMEMIS,0.0,0.0
M3403387,Havale,0.0,30.0
M3403387,BELIRTILMEMIS,0.0,20.5
M4136947,Kredi Kartı,0.0,0.0
M0400038,Havale,0.0,0.0
M0400038,Kredi Kartı,0.0,-1.0
M3404123,Havale,0.0,0.0
M3404123,Kredi Kartı,0.0,-1.0
M3405516,Kredi Kartı,0.0,0.0
M3800164,Havale,0.0,0.0
M4300103,Kredi Kartı,0.0,0.0
M4141554,Kredi Kartı,0.0,0.0
MDG00066,Havale,0.0,0.0
M4141590,Havale,0.0,0.0
M3500277,BELIRTILMEMIS,0.0,21.0
M3500277,Havale,0.0,11.0
M3500277,Kredi Kartı,0.0,13.0
M6800028,BELIRTILMEMIS,0.0,0.0
M6800028,Kredi Kartı,0.0,0.27
M3405548,Kredi Kartı,0.0,-2.0
M3700133,Kredi Kartı,0.0,0.0
M1600581,Havale,0.0,6.0
M4500103,Çek,0.0,27.0
M0300135,Çek,0.0,15.0
M0300135,Kredi Kartı,0.0,0.0
M0300135,Havale,0.0,5.0
M0300152,Çek,0.0,0.0
M1800025,Havale,0.0,0.0
M6000075,Kredi Kartı,0.0,0.0
M5900167,Kredi Kartı,0.0,-6.7
M5900167,Çek,0.0,21.75
M5900167,Havale,0.0,16.15
M0700262,Kredi Kartı,0.0,52.0
M0700262,Havale,0.0,1.0
M3300156,Havale,0.0,64.83
M3403536,Havale,0.0,0.0
M3403536,BELIRTILMEMIS,0.0,-1.0
M3403536,BELIRTILMEMIS,0.0,0.0
M4137881,Havale,0.0,0.0
M4137881,Kredi Kartı,0.0,0.0
M3403002,Kredi Kartı,0.0,195.0
M3403002,Havale,0.0,178.38
M3403002,BELIRTILMEMIS,0.0,0.0
M4141504,Kredi Kartı,0.0,0.0
M0400028,Havale,0.0,0.0
M0600628,Havale,0.0,77.0
M0700293,Havale,0.0,0.0
M0700294,Havale,0.0,0.0
M1100160,Çek,0.0,11.0
M1100160,Havale,0.0,95.0
M1100160,Kredi Kartı,0.0,22.67
M1500094,Havale,0.0,16.0
M1500094,Çek,0.0,88.5
M1600642,Havale,0.0,29.67
M2600241,Havale,0.0,0.0
M4200290,Havale,0.0,0.0
M4300122,Havale,0.0,78.33
M4600039,Havale,0.0,63.38
M4600039,Kredi Kartı,0.0,0.0
M5900258,Havale,0.0,0.0
M0800107,Kredi Kartı,0.0,26.5
M1400394,Kredi Kartı,0.0,0.0
M4142909,Kredi Kartı,0.0,0.0
M4143140,BELIRTILMEMIS,0.0,0.0
M3405619,Kredi Kartı,0.0,0.0
M0601773,Çek,0.0,0.0
M2100072,Havale,0.0,30.29
M2100072,Kredi Kartı,0.0,52.85
M4143491,Kredi Kartı,0.0,0.0
M0601018,Havale,0.0,33.55
M0601018,Çek,0.0,26.72
M0601018,Kredi Kartı,0.0,26.68
M7800109,Çek,0.0,120.0
M7800109,Havale,0.0,123.0
M3403547,Havale,0.0,63.0
M1000184,Havale,0.0,0.0
M1000184,Kredi Kartı,0.0,0.0
M4140865,Kredi Kartı,0.0,-0.5
M0300156,Çek,0.0,9.0
M4143795,Kredi Kartı,0.0,0.0
M4143274,Havale,0.0,17.0
M3403775,Kredi Kartı,0.0,0.0
M3405659,Kredi Kartı,0.0,0.0
M1000204,Havale,0.0,9.5
M1000220,Kredi Kartı,0.0,0.0
M1000220,Havale,0.0,-0.4
M3404753,Havale,0.0,5.25
M4143546,Havale,0.0,15.67
M3405674,Kredi Kartı,0.0,0.0
M3403839,Kredi Kartı,0.0,0.0
M1600629,Havale,0.0,62.9
M3403977,Havale,0.0,35.33
M0601786,Kredi Kartı,0.0,0.0
M1601151,Kredi Kartı,0.0,0.0
M3500493,Kredi Kartı,0.0,0.0
M8100426,Kredi Kartı,0.0,0.0
M3405683,Kredi Kartı,0.0,0.0
M0601787,Havale,0.0,2.0
M3800174,Kredi Kartı,0.0,0.0
M8100288,Kredi Kartı,0.0,0.0
M8100288,Havale,0.0,0.0
M3405656,Havale,0.0,29.0
M7700511,Kredi Kartı,0.0,-0.25
M7700511,BELIRTILMEMIS,0.0,0.0
M4145091,Kredi Kartı,0.0,0.0
M3700091,Havale,0.0,0.0
M3700091,Kredi Kartı,0.0,0.0
M4145218,Havale,0.0,-1.0
M0700277,Çek,0.0,10.45
M4145402,Havale,0.0,0.0
M2500084,Kredi Kartı,0.0,0.0
M0700302,Kredi Kartı,0.0,0.0
M0100231,Kredi Kartı,0.0,27.0
M4139926,Kredi Kartı,0.0,0.0
M8100394,Kredi Kartı,0.0,46.0
M8100394,Havale,0.0,66.5
M3404696,Kredi Kartı,0.0,0.0
M3404696,Havale,0.0,24.64
M0601765,Havale,0.0,115.6
M6300101,Kredi Kartı,0.0,0.0
M3700049,Çek,0.0,12.33
M1600643,Havale,0.0,0.0
M3405741,Havale,0.0,0.0
M4141149,Kredi Kartı,0.0,0.0
M4141149,Havale,0.0,0.0
M4146060,Kredi Kartı,0.0,0.0
M7700529,Kredi Kartı,0.0,0.0
M0601801,Havale,0.0,0.0
M4400054,Havale,0.0,0.0
M3405526,Havale,0.0,2.2
M4500083,Havale,0.0,80.78
M4500083,Çek,0.0,52.09
M6700228,Kredi Kartı,0.0,34.0
M3405755,Havale,0.0,0.0
M2000125,Kredi Kartı,0.0,6.75
M5900268,Kredi Kartı,0.0,0.0
M5900268,Havale,0.0,0.0
M4137804,BELIRTILMEMIS,0.0,0.0
M4137804,Kredi Kartı,0.0,0.0
M3800187,Havale,0.0,0.0
M3405764,Kredi Kartı,0.0,0.0
M1601169,Kredi Kartı,0.0,0.0
M5500221,Çek,0.0,0.0
M3405557,Kredi Kartı,0.0,60.67
M3404235,Kredi Kartı,0.0,0.0
M1000236,Kredi Kartı,0.0,0.0
M4102486,Kredi Kartı,0.0,0.0
M4102486,Havale,0.0,0.75
M3405771,Kredi Kartı,0.0,0.0
M0601480,Havale,0.0,70.52
M0601480,Çek,0.0,84.33
M4143497,Kredi Kartı,0.0,-1.0
M6000073,Havale,0.0,8.0
M6000073,Kredi Kartı,0.0,30.08
M3405784,Kredi Kartı,0.0,0.0
M4147091,Kredi Kartı,0.0,0.0
M3404031,Havale,0.0,12.14
M3404031,BELIRTILMEMIS,0.0,71.5
M3404031,Kredi Kartı,0.0,0.0
M3405680,Kredi Kartı,0.0,0.0
M3405806,Kredi Kartı,0.0,0.0
M3300231,Havale,0.0,0.0
M3402904,Havale,0.0,28.58
M3405824,Kredi Kartı,0.0,0.0
M4147617,Havale,0.0,0.0
M3300215,Kredi Kartı,0.0,19.75
M3404884,Kredi Kartı,0.0,0.0
M3405821,Havale,0.0,0.0
M4147248,Kredi Kartı,0.0,0.0
M4145958,Kredi Kartı,0.0,0.0
M6700222,Kredi Kartı,0.0,0.0
M0800100,Çek,0.0,57.11
M3403524,BELIRTILMEMIS,0.0,0.0
M3403524,Kredi Kartı,0.0,0.0
M3403524,Havale,0.0,-10.5
M3403524,Çek,0.0,9.6
M6600029,Havale,0.0,3.0
M6600029,BELIRTILMEMIS,0.0,17.67
M4142151,Havale,0.0,0.0
M4142151,Kredi Kartı,0.0,0.0
M4148001,Kredi Kartı,0.0,0.0
M3404293,Havale,0.0,8.5
M4700087,Kredi Kartı,0.0,0.0
M3405850,Havale,0.0,0.0
M4400060,Havale,0.0,21.6
M4800190,Havale,0.0,0.0
M4142610,Havale,0.0,0.0
M4142610,Kredi Kartı,0.0,3.0
M5401617,Kredi Kartı,0.0,0.0
M3405021,Havale,0.0,0.0
M3405021,Kredi Kartı,0.0,2.0
M0600916,Çek,0.0,6.0
M0600916,Kredi Kartı,0.0,12.67
M0600916,Havale,0.0,44.5
M0601626,Kredi Kartı,0.0,62.33
M0601821,Havale,0.0,0.0
M0601825,Havale,0.0,0.0
M1500029,BELIRTILMEMIS,0.0,93.0
M1500029,Çek,0.0,89.33
M1500029,Havale,0.0,65.11
M1601168,Havale,0.0,0.0
M2600150,Kredi Kartı,0.0,0.0
M2600150,Havale,0.0,35.0
M3300121,BELIRTILMEMIS,0.0,-7.25
M3403738,Havale,0.0,41.14
M3404834,Havale,0.0,20.14
M3405709,Çek,0.0,105.0
M3600024,Havale,0.0,0.0
M4140589,Havale,0.0,12.0
M4140589,Kredi Kartı,0.0,0.0
M4300080,Çek,0.0,0.0
M4300080,Kredi Kartı,0.0,0.07
M4500077,Kredi Kartı,0.0,140.0
M4500077,Çek,0.0,52.2
M4500077,Havale,0.0,-5.0
M5500178,Kredi Kartı,0.0,19.5
M5500178,Çek,0.0,19.89
M3404347,Kredi Kartı,0.0,0.0
M1800049,Havale,0.0,0.0
M3403364,Havale,0.0,0.71
M3403364,Kredi Kartı,0.0,23.93
M6600042,Kredi Kartı,0.0,-0.5
M6600042,Havale,0.0,0.0
M0601849,Havale,0.0,6.0
M4141546,Havale,0.0,0.0
M4141546,Kredi Kartı,0.0,0.0
M4138865,BELIRTILMEMIS,0.0,0.0
M4138865,Kredi Kartı,0.0,0.0
M4148539,Kredi Kartı,0.0,0.0
M3500513,Havale,0.0,-5.5
M4140154,Havale,0.0,0.0
M4140154,Kredi Kartı,0.0,0.11
M0601774,Havale,0.0,40.57
M4148722,Kredi Kartı,0.0,0.0
M3404257,Havale,0.0,45.52
M3404257,Kredi Kartı,0.0,0.6
M0601015,Havale,0.0,0.0
M0601015,Kredi Kartı,0.0,0.0
M5900275,Havale,0.0,35.0
M1100217,Kredi Kartı,0.0,3.0
M1600663,Kredi Kartı,0.0,-6.85
M1600663,Havale,0.0,-16.88
M4148944,Kredi Kartı,0.0,0.0
M5900164,Çek,0.0,17.0
M5900164,Havale,0.0,84.33
M5900164,Kredi Kartı,0.0,34.5
M3405882,Havale,0.0,0.0
M3405882,Kredi Kartı,0.0,0.0
M0300164,Havale,0.0,0.0
M0300164,Kredi Kartı,0.0,2.25
M5401593,Kredi Kartı,0.0,-0.5
M6700083,Havale,0.0,73.64
M6700083,Kredi Kartı,0.0,74.5
M3403535,Kredi Kartı,0.0,47.17
M3403535,Havale,0.0,10.4
M4149001,Kredi Kartı,0.0,0.0
M4700044,Havale,0.0,10.33
M4700044,Kredi Kartı,0.0,-0.57
M5401598,Kredi Kartı,0.0,0.0
M5401355,Havale,0.0,3.72
M5401355,Kredi Kartı,0.0,12.84
M5401355,Çek,0.0,5.0
M3500315,Havale,0.0,0.0
M3500315,Kredi Kartı,0.0,-19.89
M3800122,Havale,0.0,21.8
M5500198,Havale,0.0,0.0
M2500072,Havale,0.0,142.0
M3500220,Kredi Kartı,0.0,0.0
M3500220,Havale,0.0,37.56
M3500220,BELIRTILMEMIS,0.0,0.0
M3403999,Kredi Kartı,0.0,5.33
M3403999,Peşin,0.0,2.67
M3403999,Havale,0.0,27.0
M3403999,Çek,0.0,32.0
M4112953,Kredi Kartı,0.0,0.0
M4112401,BELIRTILMEMIS,0.0,0.0
M4112470,BELIRTILMEMIS,0.0,0.0
M4112470,Kredi Kartı,0.0,0.0
M4112720,Kredi Kartı,0.0,0.0
M4113885,Kredi Kartı,0.0,-5.2
M4113885,Havale,0.0,0.75
M4113885,Peşin,0.0,10.0
M4109072,BELIRTILMEMIS,0.0,0.0
M4109072,Kredi Kartı,0.0,-0.1
M4109072,BELIRTILMEMIS,0.0,0.0
M4109072,Havale,0.0,0.0
M4107562,BELIRTILMEMIS,0.0,0.0
M4110206,Kredi Kartı,0.0,4.2
M4110206,Havale,0.0,21.75
M4110206,BELIRTILMEMIS,0.0,37.0
M4110206,BELIRTILMEMIS,0.0,0.0
M4110319,Havale,0.0,9.09
M4110319,BELIRTILMEMIS,0.0,0.0
M4110319,Kredi Kartı,0.0,1.5
M4109117,Kredi Kartı,0.0,0.0
M4109117,BELIRTILMEMIS,0.0,0.0
M4109117,Havale,0.0,0.0
M4121885,BELIRTILMEMIS,0.0,55.17
M4121885,Kredi Kartı,0.0,16.6
M4121885,BELIRTILMEMIS,0.0,0.0
M4121885,Havale,0.0,-3.75
M4121371,Havale,0.0,0.0
M4121371,BELIRTILMEMIS,0.0,0.0
M4109533,BELIRTILMEMIS,0.0,-1.67
M4109533,BELIRTILMEMIS,0.0,-0.5
M4109533,Kredi Kartı,0.0,-12.88
M4109533,Havale,0.0,-82.5
M4121360,Kredi Kartı,0.0,0.0
M4115144,BELIRTILMEMIS,0.0,-1.0
M4115144,Havale,0.0,10.5
M4115144,Kredi Kartı,0.0,37.8
M4115144,Peşin,0.0,0.0
M4121140,BELIRTILMEMIS,0.0,0.0
M4121140,Kredi Kartı,0.0,0.0
M4118871,Havale,0.0,0.0
M4118871,BELIRTILMEMIS,0.0,3.1
M4118871,Kredi Kartı,0.0,-0.33
M4118480,Kredi Kartı,0.0,0.0
M4118480,Havale,0.0,-0.2
M4123313,BELIRTILMEMIS,0.0,0.0
M4122389,Kredi Kartı,0.0,0.0
M4122283,Peşin,0.0,0.0
M4122283,Havale,0.0,43.0
M4122283,BELIRTILMEMIS,0.0,0.0
M4122283,Kredi Kartı,0.0,0.0
M4114982,Kredi Kartı,0.0,0.0
M4116052,BELIRTILMEMIS,0.0,0.0
M4135295,Çek,0.0,31.91
M4135295,Kredi Kartı,0.0,33.5
M4135295,Havale,0.0,37.36
M4135063,BELIRTILMEMIS,0.0,0.0
M4131011,Kredi Kartı,0.0,0.0
M4134984,Havale,0.0,0.0
M4135458,Kredi Kartı,0.0,0.0
M4135312,Kredi Kartı,0.0,0.0
M4135593,BELIRTILMEMIS,0.0,0.0
M4134950,Kredi Kartı,0.0,-0.17
M4130399,Kredi Kartı,0.0,0.0
M4131706,Havale,0.0,0.0
M4131112,Havale,0.0,0.0
M4131117,Kredi Kartı,0.0,0.0
M4131117,Havale,0.0,-1.5
M4131335,BELIRTILMEMIS,0.0,0.0
M4130204,Kredi Kartı,0.0,0.0
M4130355,Havale,0.0,0.0
M4131114,Havale,0.0,0.0
M4131598,Kredi Kartı,0.0,0.0
M4131654,Havale,0.0,0.0
M4131654,Kredi Kartı,0.0,0.0
M4130869,Kredi Kartı,0.0,0.0
M4132909,Kredi Kartı,0.0,0.0
M4132783,Kredi Kartı,0.0,0.0
M4131880,Kredi Kartı,0.0,0.0
M4132508,Kredi Kartı,0.0,0.0
M4131895,Kredi Kartı,0.0,0.0
M4132466,Kredi Kartı,0.0,0.0
M4114665,BELIRTILMEMIS,0.0,0.0
M4114665,Kredi Kartı,0.0,0.17
M4114665,Peşin,0.0,0.0
M4114665,Havale,0.0,4.75
M4114766,Havale,0.0,41.4
M4114766,Kredi Kartı,0.0,0.0
M4117614,Havale,0.0,16.67
M4117614,BELIRTILMEMIS,0.0,-2.25
M4117614,Kredi Kartı,0.0,-1.62
M4116506,Kredi Kartı,0.0,0.0
M4116506,BELIRTILMEMIS,0.0,0.0
M4116506,Havale,0.0,40.12
M4116506,Çek,0.0,0.0
M4116586,Kredi Kartı,0.0,0.0
M4117837,BELIRTILMEMIS,0.0,0.0
M4117839,Havale,0.0,0.0
M4117839,Kredi Kartı,0.0,0.0
M4117839,BELIRTILMEMIS,0.0,0.0
M4118383,Kredi Kartı,0.0,16.67
M4118383,BELIRTILMEMIS,0.0,-7.5
M4118383,Havale,0.0,0.0
M4129013,BELIRTILMEMIS,0.0,0.0
M4129013,Havale,0.0,28.67
M4129013,Kredi Kartı,0.0,17.0
M4127893,BELIRTILMEMIS,0.0,0.0
M4127728,BELIRTILMEMIS,0.0,0.0
M4127931,BELIRTILMEMIS,0.0,0.0
M4127931,Kredi Kartı,0.0,0.0
M4128438,BELIRTILMEMIS,0.0,0.0
M4128468,BELIRTILMEMIS,0.0,0.0
M4128055,BELIRTILMEMIS,0.0,162.14
M4128055,BELIRTILMEMIS,0.0,32.0
M4128498,Kredi Kartı,0.0,0.0
M4128498,BELIRTILMEMIS,0.0,0.0
M4127966,BELIRTILMEMIS,0.0,0.0
M4127818,BELIRTILMEMIS,0.0,0.0
M4128054,Havale,0.0,-0.17
M4128054,Peşin,0.0,0.0
M4128054,Kredi Kartı,0.0,0.0
M4127376,BELIRTILMEMIS,0.0,0.0
M4129562,Kredi Kartı,0.0,0.0
M4127113,Kredi Kartı,0.0,8.0
M4127113,Havale,0.0,1.33
M4127136,Kredi Kartı,0.0,0.0
M4127136,BELIRTILMEMIS,0.0,39.25
M4127436,BELIRTILMEMIS,0.0,0.0
M4126928,Kredi Kartı,0.0,0.0
M4126928,BELIRTILMEMIS,0.0,0.0
M4127134,BELIRTILMEMIS,0.0,0.0
M4127209,Kredi Kartı,0.0,0.0
M4127209,BELIRTILMEMIS,0.0,0.0
M4127211,BELIRTILMEMIS,0.0,0.0
M4127338,BELIRTILMEMIS,0.0,0.0
M4127057,BELIRTILMEMIS,0.0,-1.0
M4127057,Havale,0.0,-9.0
M4127174,BELIRTILMEMIS,0.0,0.0
M4127174,Kredi Kartı,0.0,0.0
M4128267,BELIRTILMEMIS,0.0,169.5
M4128267,Havale,0.0,0.0
M4128267,Kredi Kartı,0.01,0.0
M4129507,BELIRTILMEMIS,0.0,0.0
M4129325,BELIRTILMEMIS,0.0,0.0
M4128914,BELIRTILMEMIS,0.0,0.0
M4129322,Havale,0.0,43.0
M4129813,Kredi Kartı,0.0,0.0
M4129841,Kredi Kartı,0.0,0.0
M4128769,BELIRTILMEMIS,0.0,0.0
M4130031,Havale,0.0,448.0
M4129907,Kredi Kartı,0.0,0.0
M4125262,BELIRTILMEMIS,0.0,31.5
M4129182,Havale,0.0,0.0
M4124775,BELIRTILMEMIS,0.0,75.33
M4124775,Kredi Kartı,0.0,0.0
M4125149,BELIRTILMEMIS,0.0,0.0
M4125149,Kredi Kartı,0.0,0.0
M4124500,BELIRTILMEMIS,0.0,15.0
M4124500,Kredi Kartı,0.0,42.0
M4124500,BELIRTILMEMIS,0.0,20.67
M4124500,Havale,0.0,27.5
M4124164,BELIRTILMEMIS,0.0,0.0
M4124902,BELIRTILMEMIS,0.0,29.75
M4124950,Kredi Kartı,0.0,0.0
M4124950,Peşin,0.0,-1.0
M4124950,BELIRTILMEMIS,0.0,0.0
M4124038,Kredi Kartı,0.0,0.0
M4125022,BELIRTILMEMIS,0.0,0.0
M4125654,BELIRTILMEMIS,0.0,0.0
M4126595,Kredi Kartı,0.0,0.0
M4126353,Peşin,0.0,0.0
M4126575,Peşin,0.0,0.0
M4125701,BELIRTILMEMIS,0.0,0.0
M4126405,BELIRTILMEMIS,0.0,0.0
M4126405,Peşin,0.0,0.0
M4126748,BELIRTILMEMIS,0.0,0.0
M4126748,Havale,0.0,0.0
M4126732,BELIRTILMEMIS,0.0,0.0
M4126732,Havale,0.0,-13.0
M4126732,Peşin,0.0,0.0
M4126732,Kredi Kartı,0.0,0.0
M4126531,BELIRTILMEMIS,0.0,1.0
M4126531,Kredi Kartı,0.0,4.43
M4126531,BELIRTILMEMIS,0.0,1.5
M4126192,Kredi Kartı,0.0,0.0
M4125553,BELIRTILMEMIS,0.0,0.0
M4125553,Havale,0.0,5.69
M4125553,Kredi Kartı,0.0,17.33
M4125553,BELIRTILMEMIS,0.0,0.0
M4125529,Kredi Kartı,0.0,0.0
M4125529,BELIRTILMEMIS,0.0,0.0
M4125529,Havale,0.0,0.0
M4125761,BELIRTILMEMIS,0.0,0.0
M4126005,Havale,0.0,1.29
M4126005,Kredi Kartı,0.0,13.33
M4126005,Peşin,0.0,13.0
M4125911,BELIRTILMEMIS,0.0,0.0
M4125310,BELIRTILMEMIS,0.0,0.0
M4125860,Kredi Kartı,0.0,0.0
M4125860,BELIRTILMEMIS,0.0,0.0
M4125905,Kredi Kartı,0.0,0.0
M4125905,BELIRTILMEMIS,0.0,1.0
M4125905,Havale,0.0,0.0
M4133730,Kredi Kartı,0.0,1.67
M4134014,Havale,0.0,0.0
M4134122,Havale,0.0,0.0
M4133441,Kredi Kartı,0.0,0.0
M4134700,Kredi Kartı,0.0,0.0
M4134753,Havale,0.0,0.0
M4133584,BELIRTILMEMIS,0.0,0.0
M4133584,Kredi Kartı,0.0,0.0
M4133981,Kredi Kartı,0.0,0.0
M4135962,Kredi Kartı,0.0,3.5
M4135962,Havale,0.0,32.8
M4133868,Kredi Kartı,0.0,0.0
M4133883,Kredi Kartı,0.0,0.0
M4135998,Kredi Kartı,0.0,0.0
M4135998,BELIRTILMEMIS,0.0,0.0
M4133844,Kredi Kartı,0.0,0.0
M0100168,Havale,0.0,0.0
M0200015,Havale,0.0,0.0
M0300131,Havale,0.0,0.0
M0600918,Havale,0.0,0.0
M0601062,Havale,0.0,0.0
M0601096,Havale,0.0,0.0
M0601122,Havale,0.0,0.0
M0601139,Havale,0.0,0.0
M0601177,Kredi Kartı,0.0,2.0
M0601180,Havale,0.0,0.0
M0601207,Havale,0.0,0.0
M0700206,Havale,0.0,0.0
M0700215,Havale,0.0,0.0
M0900053,Havale,0.0,0.0
M0900056,Havale,0.0,0.0
M1100147,Havale,0.0,0.0
M1500068,Peşin,0.0,0.0
M1600627,BELIRTILMEMIS,0.0,0.0
M1600675,Havale,0.0,0.0
M1600689,Havale,0.0,0.0
M2000047,BELIRTILMEMIS,0.0,0.0
M2000047,Havale,0.0,14.25
M2000047,Kredi Kartı,0.0,12.86
M2000063,Havale,0.0,0.0
M2500070,Havale,0.0,0.0
M2600112,Havale,0.0,0.0
M2600128,Havale,0.0,0.0
M2600129,Havale,0.0,0.0
M2700073,Kredi Kartı,0.0,0.0
M3000003,Havale,0.0,0.0
M3200067,Havale,0.0,0.0
M3300150,Havale,0.0,0.0
M3403612,Kredi Kartı,0.0,0.0
