muhatap_kodu,odeme_bicimi,vadesi_gecmis,ort_tahsilat_gun
M4138888,Kredi Kartı,0.0,0.0
M4138665,Peşin,0.0,0.0
M4138665,Kredi Kartı,0.0,0.0
M4138940,Kredi Kartı,0.0,0.0
M4138951,Kredi Kartı,0.0,0.0
M4138931,Havale,0.0,0.0
M4137369,Kredi Kartı,0.0,0.0
M4138973,Kredi Kartı,0.0,0.0
M4138978,Kredi Kartı,0.0,0.0
M4138990,Kredi Kartı,0.0,0.0
M4138994,Kredi Kartı,0.0,0.0
M4138995,Kredi Kartı,0.0,0.0
M4139001,Kredi Kartı,0.0,0.0
M4139211,Havale,0.0,0.0
M4136693,Kredi Kartı,0.0,0.0
M4136693,Havale,0.0,0.0
M4139306,Kredi Kartı,0.0,0.0
M4139323,Kredi Kartı,0.0,0.0
M4139356,Kredi Kartı,0.0,0.0
M4139400,Kredi Kartı,0.0,0.5
M4139494,Kredi Kartı,0.0,0.0
M4139553,Kredi Kartı,0.0,0.0
M4139678,Kredi Kartı,0.0,0.0
M4139715,Havale,0.0,0.0
M4137435,Havale,0.0,0.0
M4139752,Kredi Kartı,0.0,0.0
M4137802,Kredi Kartı,0.0,0.0
M4139788,Havale,0.0,0.0
M4139791,Kredi Kartı,0.0,0.0
M4139805,Kredi Kartı,0.0,0.0
M4139837,Kredi Kartı,0.0,0.0
M4139856,Kredi Kartı,0.0,0.0
M4136612,Kredi Kartı,0.0,-0.33
M4139880,Kredi Kartı,0.0,0.0
M4137309,Kredi Kartı,0.0,0.0
M4137756,Kredi Kartı,0.0,0.0
M4138911,Kredi Kartı,0.0,0.0
M4138911,BELIRTILMEMIS,0.0,0.0
M4138005,Havale,0.0,0.0
M4136756,Kredi Kartı,0.0,0.0
M4138054,Havale,0.0,0.0
M4136962,Kredi Kartı,0.0,0.0
M4141944,Kredi Kartı,0.0,0.0
M4142120,Kredi Kartı,0.0,0.0
M4143285,Kredi Kartı,0.0,0.0
M4143330,Kredi Kartı,0.0,0.0
M4143397,Kredi Kartı,0.0,0.0
M4143552,Kredi Kartı,0.0,0.0
M4143556,Kredi Kartı,0.0,0.0
M4143578,Kredi Kartı,0.0,0.0
M4143609,Kredi Kartı,0.0,0.0
M4143625,Kredi Kartı,0.0,0.0
M4143631,Kredi Kartı,0.0,0.0
M4143633,Kredi Kartı,0.0,0.0
M4143669,Kredi Kartı,0.0,0.0
M4143771,Kredi Kartı,0.0,0.0
M4144186,Kredi Kartı,0.0,0.0
M4139499,Kredi Kartı,0.0,0.0
M4144213,Havale,0.0,0.0
M4144287,Kredi Kartı,0.0,0.0
M4143511,Kredi Kartı,0.0,0.0
M4136914,Kredi Kartı,0.0,0.0
M4142613,Kredi Kartı,0.0,0.0
M4143200,Kredi Kartı,0.0,0.0
M4142742,Havale,0.0,-1.0
M4142742,Kredi Kartı,0.0,0.0
M4138706,Kredi Kartı,0.0,0.0
M4138805,Kredi Kartı,0.0,0.0
M4145195,Kredi Kartı,0.0,0.0
M3800101,Kredi Kartı,0.0,0.0
M4138268,Kredi Kartı,0.0,0.0
M4137401,Kredi Kartı,0.0,0.0
M4137401,Havale,0.0,0.0
M4145754,Kredi Kartı,0.0,0.0
M4136875,Kredi Kartı,0.0,0.0
M4145827,Kredi Kartı,0.0,0.0
M4137534,Kredi Kartı,0.0,0.0
M4139859,BELIRTILMEMIS,0.0,0.0
M4139859,Kredi Kartı,0.0,0.0
M4144271,Kredi Kartı,0.0,0.0
M4138587,Havale,0.0,-3.33
M4146717,Kredi Kartı,0.0,0.0
M4141215,Kredi Kartı,0.0,0.0
M4139331,Kredi Kartı,0.0,0.0
M4138076,Kredi Kartı,0.0,0.0
M4147132,Kredi Kartı,0.0,0.0
M4144253,Havale,0.0,0.0
M4143809,Kredi Kartı,0.0,0.0
M4147709,Kredi Kartı,0.0,0.0
M4143225,Kredi Kartı,0.0,0.0
M4147924,Havale,0.0,0.0
M4138809,Kredi Kartı,0.0,0.0
M4138809,Havale,0.0,0.0
M4148275,Kredi Kartı,0.0,0.0
M4139814,Havale,0.0,0.0
M4148412,Kredi Kartı,0.0,0.0
M4139456,Kredi Kartı,0.0,0.0
M4139456,BELIRTILMEMIS,0.0,0.0
M4145255,Kredi Kartı,0.0,0.0
M4137557,Kredi Kartı,0.0,0.0
M4137557,Havale,0.0,0.0
M4148089,Havale,0.0,0.0
M4143257,BELIRTILMEMIS,0.0,0.0
M4143257,Kredi Kartı,0.0,0.0
M4146364,Kredi Kartı,0.0,1.5
M4142097,Kredi Kartı,0.0,-0.67
M4108662,BELIRTILMEMIS,0.0,0.0
M4107813,Kredi Kartı,0.0,0.0
M4122073,BELIRTILMEMIS,0.0,0.0
M4122163,BELIRTILMEMIS,0.0,0.0
M4123609,Kredi Kartı,0.0,0.0
M4122867,Kredi Kartı,0.0,0.0
M4130417,Kredi Kartı,0.0,-4.0
M4130734,Kredi Kartı,0.0,0.0
M4131709,Kredi Kartı,0.0,-2.0
M4131720,Kredi Kartı,0.0,0.0
M4130505,Kredi Kartı,0.0,0.0
M4130759,Kredi Kartı,0.0,0.0
M4131685,Kredi Kartı,0.0,-0.5
M4130131,BELIRTILMEMIS,0.0,0.0
M4130221,Havale,0.0,0.0
M4130257,Kredi Kartı,0.0,0.0
M4130280,BELIRTILMEMIS,0.0,-1.0
M4130305,Kredi Kartı,0.0,0.0
M4130320,Kredi Kartı,0.0,0.0
M4130345,Kredi Kartı,0.0,0.0
M4130762,Kredi Kartı,0.0,0.0
M4130809,Havale,0.0,0.0
M4131052,Havale,0.0,0.0
M4131054,Kredi Kartı,0.0,-1.0
M4131098,Kredi Kartı,0.0,0.0
M4131126,Kredi Kartı,0.0,0.0
M4131401,Kredi Kartı,0.0,-1.0
M4131418,Kredi Kartı,0.0,0.0
M4131609,Kredi Kartı,0.0,0.0
M4130429,Kredi Kartı,0.0,0.0
M4130794,BELIRTILMEMIS,0.0,-1.0
M4130813,Peşin,0.0,0.0
M4130884,Peşin,0.0,0.0
M4131342,Kredi Kartı,0.0,0.0
M4131456,Kredi Kartı,0.0,0.0
M4130184,Kredi Kartı,0.0,0.0
M4130194,Kredi Kartı,0.0,0.0
M4130372,Kredi Kartı,0.0,0.0
M4131561,Kredi Kartı,0.0,-1.0
M4131666,Kredi Kartı,0.0,-0.5
M4131552,Kredi Kartı,0.0,0.0
M4130397,Kredi Kartı,0.0,0.0
M4131347,Kredi Kartı,0.0,0.0
M4131486,Kredi Kartı,0.0,0.0
M4131663,Kredi Kartı,0.0,0.0
M4130155,BELIRTILMEMIS,0.0,0.0
M4130220,Kredi Kartı,0.0,0.0
M4130302,Peşin,0.0,0.0
M4130348,Kredi Kartı,0.0,0.0
M4130350,Kredi Kartı,0.0,0.0
M4130483,Kredi Kartı,0.0,0.0
M4131121,Kredi Kartı,0.0,0.0
M4131351,Kredi Kartı,0.0,0.0
M4131360,Kredi Kartı,0.0,0.0
M4131405,BELIRTILMEMIS,0.0,-1.0
M4131409,Kredi Kartı,0.0,-0.5
M4131424,Kredi Kartı,0.0,0.0
M4131459,Kredi Kartı,0.0,0.0
M4131491,Kredi Kartı,0.0,0.0
M4131562,Kredi Kartı,0.0,0.0
M4131564,Kredi Kartı,0.0,0.0
M4131569,Kredi Kartı,0.0,0.0
M4131596,Kredi Kartı,0.0,0.0
M4131600,Kredi Kartı,0.0,0.0
M4131705,Kredi Kartı,0.0,0.0
M4130136,Havale,0.0,0.0
M4131617,Havale,0.0,0.0
M4130428,Kredi Kartı,0.0,0.0
M4131096,Kredi Kartı,0.0,0.0
M4131412,Kredi Kartı,0.0,0.0
M4131431,Kredi Kartı,0.0,0.0
M4131463,Kredi Kartı,0.0,0.0
M4130145,Kredi Kartı,0.0,0.0
M4130249,Kredi Kartı,0.0,0.0
M4130325,Kredi Kartı,0.0,0.0
M4131029,Kredi Kartı,0.0,0.0
M4130458,Havale,0.0,0.0
M4130306,BELIRTILMEMIS,0.0,65.5
M4130306,Kredi Kartı,0.0,0.0
M4130373,Kredi Kartı,0.0,0.0
M4130373,Peşin,0.0,0.0
M4130238,Kredi Kartı,0.0,0.0
M4130238,Havale,0.0,0.0
M4131442,Kredi Kartı,0.0,0.0
M4131346,Kredi Kartı,0.0,-1.0
M4131066,Kredi Kartı,0.0,0.0
M4131490,Kredi Kartı,0.0,0.0
M4130288,Kredi Kartı,0.0,-1.0
M4130288,Havale,0.0,0.0
M4130260,Kredi Kartı,0.0,0.0
M4131414,Kredi Kartı,0.0,-0.67
M4130778,Havale,0.0,0.0
M4130778,Kredi Kartı,0.0,-0.33
M4131350,Kredi Kartı,0.0,0.0
M4131350,Havale,0.0,0.0
M4131383,Kredi Kartı,0.0,-0.43
M4131081,Kredi Kartı,0.0,0.0
M4130519,Havale,0.0,106.75
M4130519,Kredi Kartı,0.0,0.0
M4130752,Kredi Kartı,0.0,0.0
M4130293,Kredi Kartı,0.0,0.0
M4130354,Kredi Kartı,0.0,0.0
M4130427,Kredi Kartı,0.0,37.0
M4130427,BELIRTILMEMIS,0.0,0.0
M4131588,Havale,0.0,0.0
M4130275,Kredi Kartı,0.0,-0.67
M4131120,Kredi Kartı,0.0,0.0
M4130467,Havale,0.0,-1.0
M4130996,Kredi Kartı,0.0,0.0
M4130357,Kredi Kartı,0.0,0.0
M4130943,Kredi Kartı,0.0,0.0
M4131209,Kredi Kartı,0.0,0.0
M4130958,Havale,0.0,0.5
M4130958,Kredi Kartı,0.0,-5.57
M4135344,Kredi Kartı,0.0,23.25
M4135344,Havale,0.0,45.75
M4131263,Kredi Kartı,0.0,0.0
M4135383,Havale,0.0,0.0
M4135383,BELIRTILMEMIS,0.0,0.0
M4135383,Kredi Kartı,0.0,-2.0
M4135102,Kredi Kartı,0.0,0.0
M4135102,Havale,0.0,0.0
M4132543,Kredi Kartı,0.0,0.0
M4130568,Kredi Kartı,0.0,0.0
M4130643,Kredi Kartı,0.0,0.0
M4132604,Kredi Kartı,0.0,0.0
M4133124,Kredi Kartı,0.0,0.0
M4133135,Kredi Kartı,0.0,-0.5
M4133144,Kredi Kartı,0.0,0.0
M4133272,Havale,0.0,0.0
M4132594,Kredi Kartı,0.0,0.0
M4132614,Kredi Kartı,0.0,0.0
M4132804,Kredi Kartı,0.0,0.0
M4133186,Kredi Kartı,0.0,0.0
M4133267,Kredi Kartı,0.0,0.0
M4132832,Havale,0.0,0.0
M4132832,Kredi Kartı,0.0,0.0
M4132539,Kredi Kartı,0.0,0.0
M4133118,Havale,0.0,0.0
M4133227,Kredi Kartı,0.0,0.0
M4132786,Kredi Kartı,0.0,0.0
M4130706,Kredi Kartı,0.0,0.0
M4132803,Kredi Kartı,0.0,0.0
M4132584,Kredi Kartı,0.0,0.0
M4132620,Kredi Kartı,0.0,0.0
M4132742,Kredi Kartı,0.0,0.0
M4132933,Kredi Kartı,0.0,0.0
M4133246,Kredi Kartı,0.0,0.0
M4133091,Kredi Kartı,0.0,0.0
M4133241,Havale,0.0,0.0
M4130632,Kredi Kartı,0.0,0.0
M4130618,Kredi Kartı,0.0,0.0
M4130638,Kredi Kartı,0.0,0.0
M4130670,Kredi Kartı,0.0,0.0
M4130701,Kredi Kartı,0.0,0.0
M4132553,Kredi Kartı,0.0,-1.67
M4130664,Kredi Kartı,0.0,0.0
M4130863,Kredi Kartı,0.0,-1.0
M4130863,BELIRTILMEMIS,0.0,0.0
M4130912,Kredi Kartı,0.0,0.0
M4130663,BELIRTILMEMIS,0.0,0.0
M4130586,Kredi Kartı,0.0,0.0
M4130926,Kredi Kartı,0.0,0.0
M4130871,Havale,0.0,0.0
M4130923,BELIRTILMEMIS,0.0,0.0
M4130923,Kredi Kartı,0.0,-1.0
M4132629,Havale,0.0,0.0
M4130704,Kredi Kartı,0.0,0.0
M4130704,BELIRTILMEMIS,0.0,-0.5
M4133119,Kredi Kartı,0.0,0.0
M4130566,Kredi Kartı,0.0,0.0
M4130566,BELIRTILMEMIS,0.0,0.0
M4132917,Havale,0.0,0.0
M4133146,Havale,0.0,0.0
M4133146,Kredi Kartı,0.0,-0.5
M4133159,Kredi Kartı,0.0,0.0
M4132736,Kredi Kartı,0.0,0.0
M4130540,Havale,0.0,0.0
M4130540,Kredi Kartı,0.0,0.0
M4130694,Kredi Kartı,0.0,-0.33
M4130694,BELIRTILMEMIS,0.0,0.0
M4130857,BELIRTILMEMIS,0.0,0.0
M4130857,Kredi Kartı,0.0,0.0
M4132865,Kredi Kartı,0.0,0.0
M4132865,Havale,0.0,0.0
M4132715,Havale,0.0,-2.0
M4132715,Kredi Kartı,0.0,0.0
M4132715,BELIRTILMEMIS,0.0,1.0
M4132546,Kredi Kartı,0.0,0.0
M4133210,Kredi Kartı,0.0,0.0
M4132821,Kredi Kartı,0.0,0.0
M4130571,Kredi Kartı,0.0,0.0
M4133304,Kredi Kartı,0.0,0.0
M4130353,BELIRTILMEMIS,0.0,0.0
M4130353,Kredi Kartı,0.0,0.0
M4130447,Kredi Kartı,0.0,0.0
M4130289,Kredi Kartı,0.0,0.0
M4131873,Kredi Kartı,0.0,0.0
M4132504,Kredi Kartı,0.0,0.0
M4132504,Havale,0.0,0.0
M4132073,Havale,0.0,0.0
M4132073,Kredi Kartı,0.0,-1.0
M4132524,Kredi Kartı,0.0,0.0
M4132430,Kredi Kartı,0.0,0.0
M4132470,Havale,0.0,0.0
M4132470,Kredi Kartı,0.0,0.0
M4132016,Kredi Kartı,0.0,0.0
M4131738,Havale,0.0,0.0
M4132156,Kredi Kartı,0.0,0.0
M4131797,Kredi Kartı,0.0,0.0
M4131818,Kredi Kartı,0.0,-5.0
M4131858,Kredi Kartı,0.0,0.0
M4131918,Kredi Kartı,0.0,0.0
M4131750,Havale,0.0,0.0
M4131840,Kredi Kartı,0.0,0.0
M4131859,Havale,0.0,0.0
M4131908,Kredi Kartı,0.0,0.0
M4132201,Kredi Kartı,0.0,0.0
M4132482,Kredi Kartı,0.0,0.0
M4132518,Kredi Kartı,0.0,0.0
M4132203,Havale,0.0,0.0
M4132203,Kredi Kartı,0.0,-2.0
M4132107,Kredi Kartı,0.0,0.0
M4132107,Havale,0.0,45.0
M4132068,Kredi Kartı,0.0,38.5
M4132068,Havale,0.0,0.0
M4132003,Kredi Kartı,0.0,0.0
M4132067,Kredi Kartı,0.0,0.0
M4132057,Kredi Kartı,0.0,0.0
M4133070,Kredi Kartı,0.0,4.0
M4132396,Kredi Kartı,0.0,0.0
M4132793,Kredi Kartı,0.0,0.0
M4130836,Kredi Kartı,0.0,0.0
M4132710,BELIRTILMEMIS,0.0,0.0
M4132710,Kredi Kartı,0.0,0.0
M4131793,Kredi Kartı,0.0,15.0
M4131793,Havale,0.0,14.29
M4118317,Kredi Kartı,0.0,0.0
M4127099,Kredi Kartı,0.0,0.0
M4127099,Peşin,0.0,0.0
M4127099,BELIRTILMEMIS,0.0,0.0
M4128021,BELIRTILMEMIS,0.0,0.0
M4127953,BELIRTILMEMIS,0.0,0.0
M4127971,Kredi Kartı,0.0,0.0
M4128460,BELIRTILMEMIS,0.0,0.0
M4127776,BELIRTILMEMIS,0.0,0.0
M4127863,BELIRTILMEMIS,0.0,0.0
M4127981,BELIRTILMEMIS,0.0,0.0
M4128380,BELIRTILMEMIS,0.0,0.0
M4128459,BELIRTILMEMIS,0.0,0.0
M4128186,Kredi Kartı,0.0,0.0
M4128216,Kredi Kartı,0.0,1.5
M4127902,BELIRTILMEMIS,0.0,0.0
M4128414,BELIRTILMEMIS,0.0,0.0
M4128465,BELIRTILMEMIS,0.0,0.0
M4128171,Kredi Kartı,0.0,0.0
M4128171,Havale,0.0,0.0
M4127917,BELIRTILMEMIS,0.0,0.0
M4128496,BELIRTILMEMIS,0.0,0.0
M4128050,BELIRTILMEMIS,0.0,0.0
M4128480,Kredi Kartı,0.0,0.0
M4128480,BELIRTILMEMIS,0.0,0.0
M4127783,BELIRTILMEMIS,0.0,0.0
M4127836,BELIRTILMEMIS,0.0,0.0
M4127853,BELIRTILMEMIS,0.0,0.0
M4127864,BELIRTILMEMIS,0.0,0.0
M4127872,BELIRTILMEMIS,0.0,0.0
M4127943,BELIRTILMEMIS,0.0,0.0
M4127946,BELIRTILMEMIS,0.0,0.0
M4127950,BELIRTILMEMIS,0.0,0.0
M4127996,BELIRTILMEMIS,0.0,0.0
M4128058,BELIRTILMEMIS,0.0,0.0
M4128084,BELIRTILMEMIS,0.0,0.0
M4128132,BELIRTILMEMIS,0.0,0.0
M4128150,BELIRTILMEMIS,0.0,0.0
M4128174,BELIRTILMEMIS,0.0,0.0
M4128355,BELIRTILMEMIS,0.0,0.0
M4128451,BELIRTILMEMIS,0.0,0.0
M4128519,BELIRTILMEMIS,0.0,0.0
M4128087,Kredi Kartı,0.0,0.0
M4128179,Kredi Kartı,0.0,0.0
M4127731,BELIRTILMEMIS,0.0,0.0
M4127731,Kredi Kartı,0.0,0.0
M4127746,Kredi Kartı,0.0,-1.0
M4127903,Havale,0.0,0.0
M4127903,Kredi Kartı,0.0,0.0
M4128327,Kredi Kartı,0.0,0.0
M4128327,Peşin,0.0,-7.0
M4128433,Kredi Kartı,0.0,0.0
M4128487,Kredi Kartı,0.0,-2.0
M4127759,Kredi Kartı,0.0,0.0
M4127944,BELIRTILMEMIS,0.0,0.0
M4128121,Kredi Kartı,0.0,0.0
M4128121,BELIRTILMEMIS,0.0,0.0
M4127948,Kredi Kartı,0.0,0.0
M4127948,BELIRTILMEMIS,0.0,0.0
M4128041,Kredi Kartı,0.0,0.0
M4127831,Kredi Kartı,0.0,0.0
M4127832,BELIRTILMEMIS,0.0,-0.5
M4127832,BELIRTILMEMIS,0.0,0.0
M4127832,Kredi Kartı,0.0,0.0
M4127790,BELIRTILMEMIS,0.0,0.0
M4127819,BELIRTILMEMIS,0.0,13.2
M4127989,BELIRTILMEMIS,0.0,25.5
M4127989,BELIRTILMEMIS,0.0,-1.5
M4128495,BELIRTILMEMIS,0.0,0.0
M4127820,BELIRTILMEMIS,0.0,0.0
M4127879,BELIRTILMEMIS,0.0,0.0
M4127907,BELIRTILMEMIS,0.0,19.67
M4128190,Kredi Kartı,0.0,-0.5
M4128190,BELIRTILMEMIS,0.0,0.0
M4128190,BELIRTILMEMIS,0.0,0.0
M4128364,BELIRTILMEMIS,0.0,0.0
M4128364,Kredi Kartı,0.0,0.0
M4128212,BELIRTILMEMIS,0.0,0.0
M4128212,Kredi Kartı,0.0,0.0
M4127859,BELIRTILMEMIS,0.0,0.0
M4127859,Kredi Kartı,0.0,0.0
M4128401,Kredi Kartı,0.0,0.0
M4127803,Kredi Kartı,0.0,38.57
M4127803,Havale,0.0,0.0
M4128342,Kredi Kartı,0.0,0.0
M4128342,BELIRTILMEMIS,0.0,0.0
M4128342,BELIRTILMEMIS,0.0,-4.0
M4128064,BELIRTILMEMIS,0.0,0.0
M4128417,Kredi Kartı,0.0,0.0
M4127400,BELIRTILMEMIS,0.0,0.0
M4129522,BELIRTILMEMIS,0.0,-4.0
M4129522,BELIRTILMEMIS,0.0,0.0
M4129572,Kredi Kartı,0.0,0.0
M4129554,BELIRTILMEMIS,0.0,0.0
M4129532,BELIRTILMEMIS,0.0,0.0
M4129529,Havale,0.0,0.0
M4129529,Kredi Kartı,0.0,0.0
M4129535,BELIRTILMEMIS,0.0,0.0
M4127190,BELIRTILMEMIS,0.0,0.0
M4127354,BELIRTILMEMIS,0.0,0.0
M4127367,Kredi Kartı,0.0,0.0
M4127394,BELIRTILMEMIS,0.0,0.0
M4127403,BELIRTILMEMIS,0.0,0.0
M4127480,BELIRTILMEMIS,0.0,0.0
M4127480,Kredi Kartı,0.0,0.0
M4126924,Kredi Kartı,0.0,0.0
M4126924,Havale,0.0,0.0
M4129531,BELIRTILMEMIS,0.0,0.0
M4129573,BELIRTILMEMIS,0.0,0.0
M4129611,BELIRTILMEMIS,0.0,0.0
M4126994,Peşin,0.0,0.0
M4127198,BELIRTILMEMIS,0.0,0.0
M4127282,BELIRTILMEMIS,0.0,0.0
M4127313,BELIRTILMEMIS,0.0,0.0
M4127587,BELIRTILMEMIS,0.0,0.0
M4127447,Kredi Kartı,0.0,0.0
M4127628,BELIRTILMEMIS,0.0,-1.0
M4127628,Kredi Kartı,0.0,0.0
M4128304,BELIRTILMEMIS,0.0,0.0
M4127626,BELIRTILMEMIS,0.0,0.0
M4126926,Peşin,0.0,0.0
M4126952,Peşin,0.0,0.0
M4127028,Kredi Kartı,0.0,0.0
M4127028,BELIRTILMEMIS,0.0,0.0
M4127041,Kredi Kartı,0.0,0.0
M4127181,BELIRTILMEMIS,0.0,0.0
M4127188,BELIRTILMEMIS,0.0,0.0
M4127226,BELIRTILMEMIS,0.0,0.0
M4127234,BELIRTILMEMIS,0.0,0.0
M4127286,BELIRTILMEMIS,0.0,0.0
M4127341,BELIRTILMEMIS,0.0,0.0
M4127379,BELIRTILMEMIS,0.0,0.0
M4127482,BELIRTILMEMIS,0.0,0.0
M4127612,BELIRTILMEMIS,0.0,0.0
M4127668,BELIRTILMEMIS,0.0,0.0
M4127700,BELIRTILMEMIS,0.0,0.0
M4128219,BELIRTILMEMIS,0.0,0.0
M4128245,BELIRTILMEMIS,0.0,0.0
M4128318,BELIRTILMEMIS,0.0,0.0
M4127589,Kredi Kartı,0.0,0.0
M4127089,Kredi Kartı,0.0,0.0
M4127524,Kredi Kartı,0.0,0.0
M4127538,Kredi Kartı,0.0,-1.0
M4127616,BELIRTILMEMIS,0.0,0.0
M4127383,BELIRTILMEMIS,0.0,0.0
M4127200,BELIRTILMEMIS,0.0,0.0
M4129686,Kredi Kartı,0.0,0.0
M4129578,BELIRTILMEMIS,0.0,0.0
M4127161,Kredi Kartı,0.0,-2.5
M4126983,Kredi Kartı,0.0,0.0
M4129526,BELIRTILMEMIS,0.0,0.0
M4127225,BELIRTILMEMIS,0.0,0.0
M4128258,BELIRTILMEMIS,0.0,4.5
M4127095,Kredi Kartı,0.0,-2.44
M4127095,Havale,0.0,-3.5
M4127153,BELIRTILMEMIS,0.0,0.0
M4127077,Peşin,0.0,0.0
M4127083,Kredi Kartı,0.0,0.0
M4127432,BELIRTILMEMIS,0.0,0.0
M4127112,BELIRTILMEMIS,0.0,0.0
M4127481,Kredi Kartı,0.0,0.0
M4127481,BELIRTILMEMIS,0.0,0.0
M4127657,BELIRTILMEMIS,0.0,0.0
M4129524,BELIRTILMEMIS,0.0,0.0
M4129524,Kredi Kartı,0.0,0.0
M4127646,Kredi Kartı,0.0,0.0
M4127646,BELIRTILMEMIS,0.0,0.0
M4129694,Kredi Kartı,0.0,-0.2
M4129602,Kredi Kartı,0.0,0.0
M4129602,BELIRTILMEMIS,0.0,0.0
M4127191,BELIRTILMEMIS,0.0,0.0
M4127227,BELIRTILMEMIS,0.0,0.0
M4127610,BELIRTILMEMIS,0.0,0.0
M4127290,Havale,0.0,0.0
M4127290,Kredi Kartı,0.0,0.0
M4127290,BELIRTILMEMIS,0.0,0.0
M4126969,Kredi Kartı,0.0,0.0
M4127685,Kredi Kartı,0.0,0.0
M4127685,BELIRTILMEMIS,0.0,0.0
M4126946,Kredi Kartı,0.0,0.0
M4127150,Kredi Kartı,0.0,0.0
M4127638,BELIRTILMEMIS,0.0,0.0
M4127638,Kredi Kartı,0.0,0.0
M4127477,Kredi Kartı,0.0,-7.44
M4127477,Havale,0.0,0.0
M4126955,Kredi Kartı,0.0,0.0
M4126955,Peşin,0.0,0.0
M4127388,Kredi Kartı,0.0,-5.1
M4127388,BELIRTILMEMIS,0.0,26.33
M4127388,Havale,0.0,0.0
M4126996,Kredi Kartı,0.0,0.0
M4127179,BELIRTILMEMIS,0.0,0.0
M4127179,Kredi Kartı,0.0,0.0
M4129577,BELIRTILMEMIS,0.0,0.5
M4129577,Kredi Kartı,0.0,0.0
M4127000,BELIRTILMEMIS,0.0,0.0
M4127000,Kredi Kartı,0.0,-0.5
M4127000,Havale,0.0,0.0
M4127584,Kredi Kartı,0.0,0.0
M4127607,BELIRTILMEMIS,0.0,-4.0
M4127607,BELIRTILMEMIS,0.0,0.0
M4127607,Kredi Kartı,0.0,0.0
M4126978,Kredi Kartı,0.0,0.0
M4126978,Havale,0.0,0.0
M4126978,BELIRTILMEMIS,0.0,0.0
M4127562,Kredi Kartı,0.0,0.0
M4127562,BELIRTILMEMIS,0.0,0.0
M4127169,BELIRTILMEMIS,0.0,0.0
M4127169,Kredi Kartı,0.0,0.0
M4127595,BELIRTILMEMIS,0.0,0.0
M4127595,Kredi Kartı,0.0,0.0
M4126936,Kredi Kartı,0.0,0.0
M4127056,Kredi Kartı,0.0,0.0
M4127056,Peşin,0.0,0.0
M4127056,BELIRTILMEMIS,0.0,0.0
M4126956,Kredi Kartı,0.0,0.0
M4126956,BELIRTILMEMIS,0.0,0.0
M4126956,Havale,0.0,-26.67
M4127423,Havale,0.0,0.8
M4127423,Kredi Kartı,0.0,25.75
M4126949,Peşin,0.0,0.0
M4127270,BELIRTILMEMIS,0.0,0.0
M4128319,BELIRTILMEMIS,0.0,0.0
M4127130,BELIRTILMEMIS,0.0,0.0
M4127130,Kredi Kartı,0.0,0.0
M4127957,Kredi Kartı,0.0,0.0
M4127957,BELIRTILMEMIS,0.0,0.0
M4128294,BELIRTILMEMIS,0.0,0.0
M4128294,Kredi Kartı,0.0,0.0
M4125005,Havale,0.0,-3.57
M4125005,Kredi Kartı,0.0,0.0
M4129440,BELIRTILMEMIS,0.0,0.0
M4130109,Kredi Kartı,0.0,0.0
M4129472,BELIRTILMEMIS,0.0,0.0
M4129511,BELIRTILMEMIS,0.0,0.0
M4129386,BELIRTILMEMIS,0.0,0.0
M4129341,BELIRTILMEMIS,0.0,0.0
M4129369,BELIRTILMEMIS,0.0,0.0
M4129517,Kredi Kartı,0.0,0.0
M4129517,BELIRTILMEMIS,0.0,0.0
M4129864,Kredi Kartı,0.0,0.0
M4129921,Havale,0.0,0.0
M4129942,Peşin,0.0,0.0
M4130012,Peşin,0.0,0.0
M4130012,Kredi Kartı,0.0,0.0
M4130057,BELIRTILMEMIS,0.0,0.0
M4130079,Kredi Kartı,0.0,0.0
M4130094,Kredi Kartı,0.0,0.0
M4130096,Kredi Kartı,0.0,0.0
M4129447,BELIRTILMEMIS,0.0,0.0
M4129923,Kredi Kartı,0.0,0.0
M4129865,Kredi Kartı,0.0,0.0
M4129975,Kredi Kartı,0.0,0.0
M4128779,BELIRTILMEMIS,0.0,0.0
M4128553,BELIRTILMEMIS,0.0,0.0
M4128678,BELIRTILMEMIS,0.0,0.0
M4128690,BELIRTILMEMIS,0.0,0.0
M4128703,Havale,0.0,0.0
M4128703,Kredi Kartı,0.0,-1.0
M4128540,BELIRTILMEMIS,0.0,0.0
M4128560,Havale,0.0,0.0
M4128560,Kredi Kartı,0.0,0.0
M4128607,BELIRTILMEMIS,0.0,0.0
M4128688,BELIRTILMEMIS,0.0,0.0
M4128699,Havale,0.0,0.0
M4128741,BELIRTILMEMIS,0.0,0.0
M4128754,BELIRTILMEMIS,0.0,0.0
M4128798,BELIRTILMEMIS,0.0,0.0
M4128870,BELIRTILMEMIS,0.0,0.0
M4128878,BELIRTILMEMIS,0.0,0.0
M4128918,BELIRTILMEMIS,0.0,0.0
M4129419,BELIRTILMEMIS,0.0,0.0
M4129471,BELIRTILMEMIS,0.0,0.0
M4129486,BELIRTILMEMIS,0.0,0.0
M4129493,BELIRTILMEMIS,0.0,0.0
M4129493,Kredi Kartı,0.0,0.0
M4129627,BELIRTILMEMIS,0.0,0.0
M4129933,Kredi Kartı,0.0,0.0
M4129958,Havale,0.0,0.0
M4129969,Kredi Kartı,0.0,0.0
M4129984,Havale,0.0,0.0
M4129984,Kredi Kartı,0.0,0.0
M4130000,Peşin,0.0,0.0
M4130017,BELIRTILMEMIS,0.0,0.0
