tedarikci,marka,ebat,urun_kodu,sezon,alici,donem,adet,fabrika,uretim_bas,uretim_bit,liste
BRISA,LASSA,205/55R16,214800,KIS,KRB,1,800,,,,6087
BRISA,LASSA,205/55R16,214800,KIS,KRB,2,400,,,,6087
BRISA,LASSA,205/55R16,214800,KIS,MUTAFLAR,1,800,,,,6087
BRISA,LASSA,205/55R16,214800,KIS,MUTAFLAR,2,450,,,,6087
BRISA,LASSA,205/55R16,214800,KIS,YEDI_OTO,2,2000,,,,6087
BRISA,LASSA,235/65R16C,243889,KIS,KRB,1,600,,,,12841
BRISA,LASSA,235/65R16C,243889,KIS,KRB,2,300,,,,12841
BRISA,LASSA,235/65R16C,243889,KIS,MUTAFLAR,1,200,,,,12841
BRISA,LASSA,235/65R16C,243889,KIS,MUTAFLAR,2,60,,,,12841
BRISA,LASSA,235/65R16C,243889,KIS,YEDI_OTO,2,400,,,,12841
BRISA,LASSA,175/65R14,212007,KIS,KRB,1,4,,,,4682
BRISA,LASSA,175/65R15,214874,KIS,KRB,1,12,,,,5725
BRISA,LASSA,175/65R15,214874,KIS,KRB,2,8,,,,5725
BRISA,BRIDGESTONE,205/55R16,610569,KIS,KRB,1,300,,,,7069
BRISA,BRIDGESTONE,205/55R16,610569,KIS,KRB,2,100,,,,7069
BRISA,BRIDGESTONE,205/55R16,610569,KIS,MUTAFLAR,1,400,,,,7069
BRISA,BRIDGESTONE,205/55R16,610569,KIS,MUTAFLAR,2,600,,,,7069
BRISA,BRIDGESTONE,205/55R16,610569,KIS,YEDI_OTO,2,200,,,,7069
BRISA,LASSA,175/70R13,212033,KIS,KRB,1,4,,,,4424
BRISA,LASSA,175/70R14,214877,KIS,KRB,1,12,,,,5007
BRISA,LASSA,175/70R14,214877,KIS,KRB,2,8,,,,5007
BRISA,LASSA,175/70R14,214877,KIS,YEDI_OTO,2,8,,,,5007
BRISA,LASSA,185/55R15,224873,KIS,KRB,1,8,,,,6964
BRISA,LASSA,185/55R15,224873,KIS,KRB,2,4,,,,6964
BRISA,LASSA,185/55R15,224873,KIS,MUTAFLAR,2,4,,,,6964
BRISA,BRIDGESTONE,185/55R15,511463,KIS,KRB,1,4,,,,7993
BRISA,BRIDGESTONE,185/55R15,511463,KIS,KRB,2,4,,,,7993
BRISA,BRIDGESTONE,185/55R16,517891,KIS,KRB,1,4,,,,9625
BRISA,BRIDGESTONE,185/55R16,517891,KIS,KRB,2,4,,,,9625
BRISA,LASSA,185/60R14,214879,KIS,KRB,1,20,,,,4944
BRISA,LASSA,185/60R14,214879,KIS,KRB,2,8,,,,4944
BRISA,LASSA,185/60R14,214879,KIS,MUTAFLAR,2,8,,,,4944
BRISA,LASSA,185/60R14,214879,KIS,YEDI_OTO,2,8,,,,4944
BRISA,LASSA,185/60R14,212009,KIS,KRB,1,8,,,,5191
BRISA,LASSA,185/60R15,214853,KIS,MUTAFLAR,1,60,,,,5529
BRISA,LASSA,185/60R15,214853,KIS,MUTAFLAR,2,20,,,,5529
BRISA,LASSA,185/60R15,214853,KIS,YEDI_OTO,2,40,,,,5529
BRISA,LASSA,185/65R15,214885,KIS,KRB,1,400,,,,5009
BRISA,LASSA,185/65R15,214885,KIS,KRB,2,200,,,,5009
BRISA,LASSA,185/65R15,214885,KIS,MUTAFLAR,1,260,,,,5009
BRISA,LASSA,185/65R15,214885,KIS,MUTAFLAR,2,240,,,,5009
BRISA,LASSA,185/65R15,214885,KIS,YEDI_OTO,2,900,,,,5009
BRISA,BRIDGESTONE,185/60R15,612605,KIS,KRB,1,12,,,,6179
BRISA,BRIDGESTONE,185/60R15,612605,KIS,KRB,2,8,,,,6179
BRISA,BRIDGESTONE,185/60R15,612605,KIS,MUTAFLAR,2,8,,,,6179
BRISA,LASSA,185/60R15,212024,KIS,KRB,1,4,,,,5787
BRISA,LASSA,195/55R16,214854,KIS,KRB,1,400,,,,7149
BRISA,LASSA,195/55R16,214854,KIS,KRB,2,200,,,,7149
BRISA,LASSA,195/55R16,214854,KIS,MUTAFLAR,1,200,,,,7149
BRISA,LASSA,195/55R16,214854,KIS,MUTAFLAR,2,200,,,,7149
BRISA,LASSA,195/55R16,214854,KIS,YEDI_OTO,2,80,,,,7149
BRISA,LASSA,185/65R14,212036,KIS,KRB,1,4,,,,5155
BRISA,LASSA,215/75R16C,243880,KIS,KRB,1,400,,,,10006
BRISA,LASSA,215/75R16C,243880,KIS,KRB,2,200,,,,10006
BRISA,LASSA,215/75R16C,243880,KIS,MUTAFLAR,1,200,,,,10006
BRISA,LASSA,215/75R16C,243880,KIS,MUTAFLAR,2,180,,,,10006
BRISA,LASSA,215/75R16C,243880,KIS,YEDI_OTO,2,400,,,,10006
BRISA,BRIDGESTONE,185/65R15,612601,KIS,KRB,1,150,,,,5661
BRISA,BRIDGESTONE,185/65R15,612601,KIS,KRB,2,150,,,,5661
BRISA,BRIDGESTONE,185/65R15,612601,KIS,MUTAFLAR,2,48,,,,5661
BRISA,BRIDGESTONE,185/65R15,612601,KIS,YEDI_OTO,2,100,,,,5661
BRISA,LASSA,195/65R15,214857,KIS,KRB,1,300,,,,5009
BRISA,LASSA,195/65R15,214857,KIS,KRB,2,200,,,,5009
BRISA,LASSA,195/65R15,214857,KIS,MUTAFLAR,1,200,,,,5009
BRISA,LASSA,195/65R15,214857,KIS,MUTAFLAR,2,200,,,,5009
BRISA,LASSA,195/65R15,214857,KIS,YEDI_OTO,2,500,,,,5009
BRISA,BRIDGESTONE,185/65R15,511672,KIS,KRB,1,24,,,,5926
BRISA,BRIDGESTONE,185/65R15,511672,KIS,KRB,2,16,,,,5926
BRISA,LASSA,185/65R15,212005,KIS,KRB,1,12,,,,5365
BRISA,LASSA,185/65R15,212005,KIS,KRB,2,12,,,,5365
BRISA,LASSA,185/70R14,212902,KIS,KRB,1,12,,,,5859
BRISA,LASSA,185/70R14,212902,KIS,KRB,2,8,,,,5859
BRISA,LASSA,185/70R14,212902,KIS,MUTAFLAR,2,12,,,,5859
BRISA,LASSA,185/70R14,212902,KIS,YEDI_OTO,2,4,,,,5859
BRISA,LASSA,185/70R14,212019,KIS,KRB,1,8,,,,6153
BRISA,LASSA,185/75R16C,243831,KIS,KRB,1,20,,,,8485
BRISA,LASSA,185/75R16C,243831,KIS,MUTAFLAR,2,12,,,,8485
BRISA,LASSA,185/75R16C,243831,KIS,YEDI_OTO,2,8,,,,8485
BRISA,LASSA,225/45R17,214848,KIS,KRB,1,200,,,,6827
BRISA,LASSA,225/45R17,214848,KIS,KRB,2,100,,,,6827
BRISA,LASSA,225/45R17,214848,KIS,MUTAFLAR,1,240,,,,6827
BRISA,LASSA,225/45R17,214848,KIS,MUTAFLAR,2,160,,,,6827
BRISA,LASSA,225/45R17,214848,KIS,YEDI_OTO,2,100,,,,6827
BRISA,LASSA,195/45R16,212955,KIS,KRB,1,12,,,,7808
BRISA,LASSA,195/45R16,212955,KIS,MUTAFLAR,2,12,,,,7808
BRISA,LASSA,195/45R16,212955,KIS,YEDI_OTO,2,4,,,,7808
BRISA,LASSA,205/60R16,214806,KIS,KRB,1,200,,,,7483
BRISA,LASSA,205/60R16,214806,KIS,KRB,2,120,,,,7483
BRISA,LASSA,205/60R16,214806,KIS,MUTAFLAR,1,200,,,,7483
BRISA,LASSA,205/60R16,214806,KIS,MUTAFLAR,2,200,,,,7483
BRISA,LASSA,205/60R16,214806,KIS,YEDI_OTO,2,40,,,,7483
BRISA,BRIDGESTONE,235/50R19,610568,KIS,KRB,1,100,,,,17375
BRISA,BRIDGESTONE,235/50R19,610568,KIS,KRB,2,20,,,,17375
BRISA,BRIDGESTONE,235/50R19,610568,KIS,MUTAFLAR,1,160,,,,17375
BRISA,BRIDGESTONE,235/50R19,610568,KIS,MUTAFLAR,2,80,,,,17375
BRISA,BRIDGESTONE,235/50R19,610568,KIS,YEDI_OTO,2,40,,,,17375
BRISA,BRIDGESTONE,195/50R16,517175,KIS,KRB,1,8,,,,9785
BRISA,BRIDGESTONE,195/50R16,517175,KIS,KRB,2,12,,,,9785
BRISA,LASSA,195/55R15,214824,KIS,KRB,1,8,,,,7678
BRISA,LASSA,195/55R15,214824,KIS,MUTAFLAR,2,8,,,,7678
BRISA,BRIDGESTONE,195/55R15,511662,KIS,KRB,2,4,,,,8708
BRISA,BRIDGESTONE,215/55R17,610547,KIS,KRB,1,60,,,,11863
BRISA,BRIDGESTONE,215/55R17,610547,KIS,KRB,2,40,,,,11863
BRISA,BRIDGESTONE,215/55R17,610547,KIS,MUTAFLAR,1,200,,,,11863
BRISA,BRIDGESTONE,215/55R17,610547,KIS,MUTAFLAR,2,20,,,,11863
BRISA,BRIDGESTONE,215/55R17,610547,KIS,YEDI_OTO,2,20,,,,11863
BRISA,BRIDGESTONE,235/65R16C,643342,KIS,KRB,1,100,,,,12960
BRISA,BRIDGESTONE,235/65R16C,643342,KIS,KRB,2,100,,,,12960
BRISA,BRIDGESTONE,235/65R16C,643342,KIS,MUTAFLAR,1,148,,,,12960
BRISA,BRIDGESTONE,235/65R16C,643342,KIS,MUTAFLAR,2,52,,,,12960
BRISA,BRIDGESTONE,235/65R16C,643342,KIS,YEDI_OTO,2,100,,,,12960
BRISA,LASSA,195/55R16,212026,KIS,KRB,1,8,,,,7493
BRISA,BRIDGESTONE,195/55R20,511676,KIS,KRB,2,4,,,,13822
BRISA,LASSA,195/60R15,214834,KIS,MUTAFLAR,1,32,,,,5997
BRISA,LASSA,195/60R15,214834,KIS,MUTAFLAR,2,36,,,,5997
BRISA,LASSA,195/60R15,214834,KIS,YEDI_OTO,2,20,,,,5997
BRISA,LASSA,195/60R16,214835,KIS,KRB,1,40,,,,7983
BRISA,LASSA,195/60R16,214835,KIS,KRB,2,20,,,,7983
BRISA,LASSA,195/60R16,214835,KIS,MUTAFLAR,1,200,,,,7983
BRISA,LASSA,195/60R16,214835,KIS,MUTAFLAR,2,200,,,,7983
BRISA,LASSA,195/60R16,214835,KIS,YEDI_OTO,2,8,,,,7983
BRISA,BRIDGESTONE,195/60R16,517178,KIS,KRB,1,8,,,,8888
BRISA,BRIDGESTONE,195/60R16,517178,KIS,KRB,2,12,,,,8888
BRISA,BRIDGESTONE,195/60R16,517178,KIS,MUTAFLAR,2,20,,,,8888
BRISA,LASSA,185/65R14,214826,KIS,KRB,1,100,,,,4907
BRISA,LASSA,185/65R14,214826,KIS,KRB,2,100,,,,4907
BRISA,LASSA,185/65R14,214826,KIS,MUTAFLAR,1,140,,,,4907
BRISA,LASSA,185/65R14,214826,KIS,MUTAFLAR,2,120,,,,4907
BRISA,LASSA,185/65R14,214826,KIS,YEDI_OTO,2,80,,,,4907
BRISA,BRIDGESTONE,195/60R16C,643330,KIS,KRB,1,20,,,,9782
BRISA,BRIDGESTONE,195/60R16C,643330,KIS,KRB,2,20,,,,9782
BRISA,LASSA,215/55R17,214852,KIS,KRB,1,100,,,,9813
BRISA,LASSA,215/55R17,214852,KIS,KRB,2,60,,,,9813
BRISA,LASSA,215/55R17,214852,KIS,MUTAFLAR,1,140,,,,9813
BRISA,LASSA,215/55R17,214852,KIS,MUTAFLAR,2,100,,,,9813
BRISA,LASSA,215/55R17,214852,KIS,YEDI_OTO,2,100,,,,9813
BRISA,LASSA,175/65R14,214865,KIS,KRB,1,120,,,,4467
BRISA,LASSA,175/65R14,214865,KIS,KRB,2,80,,,,4467
BRISA,LASSA,175/65R14,214865,KIS,MUTAFLAR,1,100,,,,4467
BRISA,LASSA,175/65R14,214865,KIS,MUTAFLAR,2,160,,,,4467
BRISA,LASSA,175/65R14,214865,KIS,YEDI_OTO,2,400,,,,4467
BRISA,LASSA,205/50R17,214839,KIS,KRB,1,100,,,,9299
BRISA,LASSA,205/50R17,214839,KIS,KRB,2,100,,,,9299
BRISA,LASSA,205/50R17,214839,KIS,MUTAFLAR,1,120,,,,9299
BRISA,LASSA,205/50R17,214839,KIS,MUTAFLAR,2,80,,,,9299
BRISA,LASSA,205/50R17,214839,KIS,YEDI_OTO,2,40,,,,9299
BRISA,LASSA,205/55R17,214844,KIS,KRB,1,100,,,,9596
BRISA,LASSA,205/55R17,214844,KIS,KRB,2,60,,,,9596
BRISA,LASSA,205/55R17,214844,KIS,MUTAFLAR,1,100,,,,9596
BRISA,LASSA,205/55R17,214844,KIS,MUTAFLAR,2,100,,,,9596
BRISA,LASSA,205/55R17,214844,KIS,YEDI_OTO,2,60,,,,9596
BRISA,BRIDGESTONE,195/55R16,610570,KIS,KRB,1,120,,,,7983
BRISA,BRIDGESTONE,195/55R16,610570,KIS,KRB,2,80,,,,7983
BRISA,BRIDGESTONE,195/55R16,610570,KIS,MUTAFLAR,1,80,,,,7983
BRISA,BRIDGESTONE,195/55R16,610570,KIS,MUTAFLAR,2,100,,,,7983
BRISA,BRIDGESTONE,195/55R16,610570,KIS,YEDI_OTO,2,8,,,,7983
BRISA,BRIDGESTONE,195/65R15,612509,KIS,KRB,1,40,,,,5926
BRISA,BRIDGESTONE,195/65R15,612509,KIS,KRB,2,20,,,,5926
BRISA,LASSA,195/65R15,212018,KIS,KRB,1,8,,,,5365
BRISA,LASSA,195/65R16C,245260,KIS,KRB,1,20,,,,9506
BRISA,BRIDGESTONE,195/65R16C,643328,KIS,KRB,1,12,,,,9540
BRISA,LASSA,225/75R16C,243887,KIS,KRB,1,60,,,,11162
BRISA,LASSA,225/75R16C,243887,KIS,KRB,2,20,,,,11162
BRISA,LASSA,225/75R16C,243887,KIS,MUTAFLAR,1,130,,,,11162
BRISA,LASSA,225/75R16C,243887,KIS,MUTAFLAR,2,70,,,,11162
BRISA,LASSA,225/75R16C,243887,KIS,YEDI_OTO,2,40,,,,11162
BRISA,LASSA,205/60R16,214855,KIS,KRB,1,60,,,,7336
BRISA,LASSA,205/60R16,214855,KIS,KRB,2,20,,,,7336
BRISA,LASSA,205/60R16,214855,KIS,MUTAFLAR,1,120,,,,7336
BRISA,LASSA,205/60R16,214855,KIS,MUTAFLAR,2,140,,,,7336
BRISA,LASSA,205/60R16,214855,KIS,YEDI_OTO,2,80,,,,7336
BRISA,LASSA,195/75R16C,243836,KIS,KRB,1,100,,,,8713
BRISA,LASSA,195/75R16C,243836,KIS,KRB,2,100,,,,8713
BRISA,BRIDGESTONE,195/75R16C,643349,KIS,KRB,1,40,,,,9184
BRISA,BRIDGESTONE,195/75R16C,643349,KIS,KRB,2,20,,,,9184
BRISA,LASSA,195/75R16C,243904,KIS,MUTAFLAR,1,80,,,,8542
BRISA,LASSA,195/75R16C,243904,KIS,MUTAFLAR,2,52,,,,8542
BRISA,LASSA,195/75R16C,243904,KIS,YEDI_OTO,2,100,,,,8542
BRISA,BRIDGESTONE,195/75R16C,643329,KIS,MUTAFLAR,1,40,,,,9003
BRISA,BRIDGESTONE,195/75R16C,643329,KIS,YEDI_OTO,2,8,,,,9003
BRISA,LASSA,175/70R13,212901,KIS,KRB,1,80,,,,4155
BRISA,LASSA,175/70R13,212901,KIS,KRB,2,40,,,,4155
BRISA,LASSA,175/70R13,212901,KIS,MUTAFLAR,1,100,,,,4155
BRISA,LASSA,175/70R13,212901,KIS,MUTAFLAR,2,100,,,,4155
BRISA,LASSA,175/70R13,212901,KIS,YEDI_OTO,2,40,,,,4155
BRISA,BRIDGESTONE,205/40R17,593988,KIS,KRB,2,4,,,,13048
BRISA,BRIDGESTONE,205/45R16,517181,KIS,KRB,1,8,,,,11206
BRISA,BRIDGESTONE,205/45R16,517181,KIS,KRB,2,12,,,,11206
BRISA,LASSA,215/65R16C,243878,KIS,KRB,1,80,,,,10406
BRISA,LASSA,215/65R16C,243878,KIS,KRB,2,80,,,,10406
BRISA,LASSA,215/65R16C,243878,KIS,MUTAFLAR,1,80,,,,10406
BRISA,LASSA,215/65R16C,243878,KIS,MUTAFLAR,2,56,,,,10406
BRISA,LASSA,215/65R16C,243878,KIS,YEDI_OTO,2,100,,,,10406
BRISA,BRIDGESTONE,205/45R17,517191,KIS,KRB,1,16,,,,10952
BRISA,BRIDGESTONE,205/45R17,517191,KIS,KRB,2,16,,,,10952
BRISA,LASSA,195/65R15,214804,KIS,KRB,1,100,,,,5136
BRISA,LASSA,195/65R15,214804,KIS,KRB,2,60,,,,5136
BRISA,LASSA,195/65R15,214804,KIS,MUTAFLAR,1,60,,,,5136
BRISA,LASSA,195/65R15,214804,KIS,MUTAFLAR,2,40,,,,5136
BRISA,LASSA,195/65R15,214804,KIS,YEDI_OTO,2,28,,,,5136
BRISA,BRIDGESTONE,205/50R17,593989,KIS,KRB,1,40,,,,10883
BRISA,BRIDGESTONE,205/50R17,593989,KIS,KRB,2,20,,,,10883
BRISA,BRIDGESTONE,205/50R17,593989,KIS,YEDI_OTO,2,8,,,,10883
BRISA,LASSA,195/60R16C,243833,KIS,KRB,1,120,,,,9381
BRISA,LASSA,195/60R16C,243833,KIS,KRB,2,80,,,,9381
BRISA,LASSA,195/60R16C,243833,KIS,MUTAFLAR,1,32,,,,9381
BRISA,LASSA,195/60R16C,243833,KIS,MUTAFLAR,2,20,,,,9381
BRISA,LASSA,195/60R16C,243833,KIS,YEDI_OTO,2,80,,,,9381
BRISA,LASSA,185/65R15,214856,KIS,KRB,1,80,,,,5136
BRISA,LASSA,185/65R15,214856,KIS,KRB,2,40,,,,5136
BRISA,LASSA,185/65R15,214856,KIS,MUTAFLAR,1,60,,,,5136
BRISA,LASSA,185/65R15,214856,KIS,MUTAFLAR,2,60,,,,5136
BRISA,BRIDGESTONE,205/55R16,511806,KIS,KRB,1,4,,,,8974
BRISA,LASSA,235/65R16C,243975,KIS,KRB,1,60,,,,11733
BRISA,LASSA,235/65R16C,243975,KIS,KRB,2,20,,,,11733
BRISA,LASSA,235/65R16C,243975,KIS,MUTAFLAR,1,80,,,,11733
BRISA,LASSA,235/65R16C,243975,KIS,MUTAFLAR,2,20,,,,11733
BRISA,LASSA,235/65R16C,243975,KIS,YEDI_OTO,2,100,,,,11733
BRISA,BRIDGESTONE,195/65R15,612505,KIS,KRB,1,120,,,,5656
BRISA,BRIDGESTONE,195/65R15,612505,KIS,KRB,2,80,,,,5656
BRISA,BRIDGESTONE,195/65R15,612505,KIS,MUTAFLAR,1,20,,,,5656
BRISA,BRIDGESTONE,195/65R15,612505,KIS,MUTAFLAR,2,20,,,,5656
BRISA,BRIDGESTONE,195/65R15,612505,KIS,YEDI_OTO,2,40,,,,5656
BRISA,BRIDGESTONE,235/55R19,543929,KIS,KRB,1,16,,,,15817
BRISA,BRIDGESTONE,235/55R19,543929,KIS,KRB,2,8,,,,15817
BRISA,BRIDGESTONE,235/55R19,543929,KIS,MUTAFLAR,1,108,,,,15817
BRISA,BRIDGESTONE,235/55R19,543929,KIS,MUTAFLAR,2,56,,,,15817
BRISA,LASSA,205/55R17,212953,KIS,MUTAFLAR,1,36,,,,9514
BRISA,LASSA,205/55R19,214325,KIS,KRB,2,100,,,,11584
BRISA,LASSA,205/55R19,214325,KIS,MUTAFLAR,1,60,,,,11584
BRISA,LASSA,205/55R19,214325,KIS,MUTAFLAR,2,60,,,,11584
BRISA,LASSA,205/55R19,214325,KIS,YEDI_OTO,2,20,,,,11584
BRISA,BRIDGESTONE,225/45R17,610542,KIS,KRB,1,60,,,,8306
BRISA,BRIDGESTONE,225/45R17,610542,KIS,KRB,2,40,,,,8306
BRISA,BRIDGESTONE,225/45R17,610542,KIS,MUTAFLAR,1,60,,,,8306
BRISA,BRIDGESTONE,225/45R17,610542,KIS,MUTAFLAR,2,80,,,,8306
BRISA,BRIDGESTONE,225/45R17,610542,KIS,YEDI_OTO,2,8,,,,8306
BRISA,LASSA,205/60R15,212982,KIS,KRB,1,8,,,,9050
BRISA,BRIDGESTONE,215/75R16C,643337,KIS,KRB,1,60,,,,10559
BRISA,BRIDGESTONE,215/75R16C,643337,KIS,KRB,2,20,,,,10559
BRISA,BRIDGESTONE,215/75R16C,643337,KIS,MUTAFLAR,1,52,,,,10559
BRISA,BRIDGESTONE,215/75R16C,643337,KIS,MUTAFLAR,2,48,,,,10559
BRISA,BRIDGESTONE,215/75R16C,643337,KIS,YEDI_OTO,2,40,,,,10559
BRISA,BRIDGESTONE,225/55R18,610566,KIS,KRB,1,28,,,,13905
BRISA,BRIDGESTONE,225/55R18,610566,KIS,KRB,2,12,,,,13905
BRISA,BRIDGESTONE,225/55R18,610566,KIS,MUTAFLAR,1,80,,,,13905
BRISA,BRIDGESTONE,225/55R18,610566,KIS,MUTAFLAR,2,40,,,,13905
BRISA,BRIDGESTONE,225/55R18,610566,KIS,YEDI_OTO,2,4,,,,13905
BRISA,LASSA,165/80R13,212947,KIS,KRB,1,20,,,,4337
BRISA,LASSA,165/80R13,212947,KIS,MUTAFLAR,1,80,,,,4337
BRISA,LASSA,165/80R13,212947,KIS,MUTAFLAR,2,60,,,,4337
BRISA,LASSA,165/80R13,212947,KIS,YEDI_OTO,2,8,,,,4337
BRISA,LASSA,205/60R16,212041,KIS,KRB,1,4,,,,7653
BRISA,BRIDGESTONE,205/60R17,511394,KIS,KRB,2,4,,,,13238
BRISA,BRIDGESTONE,205/60R17,511394,KIS,MUTAFLAR,2,8,,,,13238
BRISA,BRIDGESTONE,205/60R18,519989,KIS,KRB,2,4,,,,15685
BRISA,LASSA,205/65R15,214823,KIS,YEDI_OTO,2,4,,,,8589
BRISA,BRIDGESTONE,205/65R16,517840,KIS,MUTAFLAR,1,4,,,,12658
BRISA,LASSA,205/65R16,214836,KIS,MUTAFLAR,1,12,,,,10506
BRISA,LASSA,205/65R16C,243867,KIS,KRB,1,60,,,,9965
BRISA,LASSA,205/65R16C,243867,KIS,KRB,2,40,,,,9965
BRISA,LASSA,205/65R16C,243867,KIS,MUTAFLAR,1,40,,,,9965
BRISA,LASSA,205/65R16C,243867,KIS,MUTAFLAR,2,48,,,,9965
BRISA,LASSA,205/65R16C,243867,KIS,YEDI_OTO,2,40,,,,9965
BRISA,LASSA,235/40R19,214822,KIS,KRB,1,40,,,,17257
BRISA,LASSA,235/40R19,214822,KIS,KRB,2,20,,,,17257
BRISA,LASSA,235/40R19,214822,KIS,MUTAFLAR,1,60,,,,17257
BRISA,LASSA,235/40R19,214822,KIS,MUTAFLAR,2,8,,,,17257
BRISA,LASSA,235/40R19,214822,KIS,YEDI_OTO,2,8,,,,17257
BRISA,LASSA,205/70R15,214460,KIS,MUTAFLAR,1,20,,,,7371
BRISA,LASSA,205/70R15,214460,KIS,MUTAFLAR,2,20,,,,7371
BRISA,BRIDGESTONE,205/70R15,511436,KIS,MUTAFLAR,1,8,,,,8106
BRISA,BRIDGESTONE,205/60R16,610571,KIS,KRB,1,60,,,,8336
BRISA,BRIDGESTONE,205/60R16,610571,KIS,KRB,2,60,,,,8336
BRISA,BRIDGESTONE,205/60R16,610571,KIS,MUTAFLAR,1,40,,,,8336
BRISA,BRIDGESTONE,205/60R16,610571,KIS,MUTAFLAR,2,20,,,,8336
BRISA,BRIDGESTONE,205/60R16,610571,KIS,YEDI_OTO,2,12,,,,8336
BRISA,LASSA,205/75R16C,243869,KIS,KRB,1,100,,,,9613
BRISA,LASSA,205/75R16C,243869,KIS,KRB,2,40,,,,9613
BRISA,LASSA,205/75R16C,243869,KIS,YEDI_OTO,2,40,,,,9613
BRISA,LASSA,235/45R18,214843,KIS,KRB,1,12,,,,12048
BRISA,LASSA,235/45R18,214843,KIS,KRB,2,8,,,,12048
BRISA,LASSA,235/45R18,214843,KIS,MUTAFLAR,1,80,,,,12048
BRISA,LASSA,235/45R18,214843,KIS,MUTAFLAR,2,40,,,,12048
BRISA,LASSA,235/45R18,214843,KIS,YEDI_OTO,2,20,,,,12048
BRISA,LASSA,205/75R16C,243905,KIS,MUTAFLAR,1,44,,,,9613
BRISA,LASSA,205/75R16C,243905,KIS,MUTAFLAR,2,24,,,,9613
BRISA,BRIDGESTONE,205/75R16C,643331,KIS,YEDI_OTO,2,8,,,,10043
BRISA,LASSA,185R14C,243832,KIS,KRB,1,20,,,,6269
BRISA,LASSA,185R14C,243832,KIS,KRB,2,20,,,,6269
BRISA,LASSA,185R14C,243832,KIS,MUTAFLAR,1,60,,,,6269
BRISA,LASSA,185R14C,243832,KIS,MUTAFLAR,2,40,,,,6269
BRISA,LASSA,185R14C,243832,KIS,YEDI_OTO,2,20,,,,6269
BRISA,BRIDGESTONE,215/40R18,518897,KIS,MUTAFLAR,1,4,,,,13981
BRISA,LASSA,225/40R18,214832,KIS,KRB,1,20,,,,8204
BRISA,LASSA,225/40R18,214832,KIS,MUTAFLAR,1,60,,,,8204
BRISA,LASSA,225/40R18,214832,KIS,MUTAFLAR,2,40,,,,8204
BRISA,LASSA,225/40R18,214832,KIS,YEDI_OTO,2,8,,,,8204
BRISA,BRIDGESTONE,215/45R17,517196,KIS,KRB,1,8,,,,10477
BRISA,LASSA,215/45R18,214305,KIS,MUTAFLAR,1,8,,,,12417
BRISA,LASSA,215/45R18,214305,KIS,MUTAFLAR,2,12,,,,12417
BRISA,BRIDGESTONE,215/45R18,517213,KIS,MUTAFLAR,1,4,,,,14609
BRISA,LASSA,215/45R20,214833,KIS,MUTAFLAR,1,4,,,,22900
BRISA,LASSA,195R14C,243837,KIS,KRB,1,32,,,,6843
BRISA,LASSA,195R14C,243837,KIS,KRB,2,8,,,,6843
BRISA,LASSA,195R14C,243837,KIS,MUTAFLAR,1,48,,,,6843
BRISA,LASSA,195R14C,243837,KIS,MUTAFLAR,2,32,,,,6843
BRISA,LASSA,195R14C,243837,KIS,YEDI_OTO,2,20,,,,6843
BRISA,BRIDGESTONE,215/50R17,610540,KIS,KRB,1,12,,,,11271
BRISA,BRIDGESTONE,215/50R17,610540,KIS,KRB,2,8,,,,11271
BRISA,BRIDGESTONE,215/50R17,610540,KIS,YEDI_OTO,2,8,,,,11271
BRISA,LASSA,215/50R17,212031,KIS,KRB,1,4,,,,10017
BRISA,LASSA,215/50R18,214328,KIS,KRB,2,16,,,,11748
BRISA,LASSA,215/50R18,214328,KIS,MUTAFLAR,1,40,,,,11748
BRISA,LASSA,215/50R18,214328,KIS,MUTAFLAR,2,12,,,,11748
BRISA,LASSA,215/50R18,214328,KIS,YEDI_OTO,2,4,,,,11748
BRISA,BRIDGESTONE,215/60R17C,643347,KIS,KRB,1,20,,,,12644
BRISA,BRIDGESTONE,215/60R17C,643347,KIS,KRB,2,20,,,,12644
BRISA,BRIDGESTONE,215/60R17C,643347,KIS,MUTAFLAR,1,60,,,,12644
BRISA,BRIDGESTONE,215/60R17C,643347,KIS,MUTAFLAR,2,20,,,,12644
BRISA,BRIDGESTONE,215/60R17C,643347,KIS,YEDI_OTO,2,8,,,,12644
BRISA,LASSA,185/60R15,214808,KIS,KRB,1,60,,,,5638
BRISA,LASSA,185/60R15,214808,KIS,KRB,2,20,,,,5638
BRISA,LASSA,185/60R15,214808,KIS,MUTAFLAR,1,20,,,,5638
BRISA,LASSA,185/60R15,214808,KIS,MUTAFLAR,2,20,,,,5638
BRISA,LASSA,195/60R18,214837,KIS,KRB,1,12,,,,9947
BRISA,LASSA,195/60R18,214837,KIS,KRB,2,12,,,,9947
BRISA,LASSA,195/60R18,214837,KIS,MUTAFLAR,1,64,,,,9947
BRISA,LASSA,195/60R18,214837,KIS,MUTAFLAR,2,56,,,,9947
BRISA,LASSA,195/60R18,214837,KIS,YEDI_OTO,2,8,,,,9947
BRISA,BRIDGESTONE,215/65R16C,643336,KIS,KRB,1,16,,,,10837
BRISA,BRIDGESTONE,215/65R16C,643336,KIS,KRB,2,8,,,,10837
BRISA,BRIDGESTONE,215/65R16C,643336,KIS,MUTAFLAR,1,60,,,,10837
BRISA,BRIDGESTONE,215/65R16C,643336,KIS,MUTAFLAR,2,40,,,,10837
BRISA,BRIDGESTONE,215/65R16C,643336,KIS,YEDI_OTO,2,12,,,,10837
